ticker,lag_period,correlation,correlation_abs,p_value,significant,strength,direction,valid_data_points,avg_sentiment,sentiment_range,avg_daily_return,return_volatility,price_change_pct
UNH,3_day_ahead,-0.1641121672092853,0.1641121672092853,0.3052189233079854,False,Very Weak,Negative,41,0.06599738455988456,1.1683333333333334,0.45074580776155126,1.8023546286410344,21.660541851537758
UNH,5_day_ahead,-0.04778305398081436,0.04778305398081436,0.7726875001159987,False,Very Weak,Negative,39,0.06599738455988456,1.1683333333333334,0.45074580776155126,1.8023546286410344,21.660541851537758
AMZN,same_day,-0.17191399113228945,0.17191399113228945,0.7821953222892662,False,Very Weak,Negative,5,0.05818471985390089,0.43652380952380954,0.9618073069260547,1.6512559845583508,4.845715862987532
AMZN,1_day_ahead,-0.031245137339327538,0.031245137339327538,0.9602239295156895,False,Very Weak,Negative,5,0.05818471985390089,0.43652380952380954,0.9618073069260547,1.6512559845583508,4.845715862987532
AMZN,2_day_ahead,0.8040107348495433,0.8040107348495433,0.19598926515045667,False,Strong,Positive,4,0.05818471985390089,0.43652380952380954,0.9618073069260547,1.6512559845583508,4.845715862987532
AMZN,3_day_ahead,-0.8916362795982236,0.8916362795982236,0.2991157037417533,False,Strong,Negative,3,0.05818471985390089,0.43652380952380954,0.9618073069260547,1.6512559845583508,4.845715862987532
AMZN,5_day_ahead,,,,False,Insufficient Data,N/A,1,0.05818471985390089,0.43652380952380954,0.9618073069260547,1.6512559845583508,4.845715862987532
WMT,same_day,0.09938430136260339,0.09938430136260339,0.5527440394650663,False,Very Weak,Positive,38,0.11749583607275915,0.755,0.19988178736596185,1.2390033753650485,9.476174978245856
WMT,1_day_ahead,-0.1306711413260162,0.1306711413260162,0.4342354859550998,False,Very Weak,Negative,38,0.11749583607275915,0.755,0.19988178736596185,1.2390033753650485,9.476174978245856
WMT,2_day_ahead,0.08706412712959581,0.08706412712959581,0.608379279652511,False,Very Weak,Positive,37,0.11749583607275915,0.755,0.19988178736596185,1.2390033753650485,9.476174978245856
WMT,3_day_ahead,0.04165921307974518,0.04165921307974518,0.8093702503163704,False,Very Weak,Positive,36,0.11749583607275915,0.755,0.19988178736596185,1.2390033753650485,9.476174978245856
WMT,5_day_ahead,-0.18591675670642677,0.18591675670642677,0.2924622028719216,False,Very Weak,Negative,34,0.11749583607275915,0.755,0.19988178736596185,1.2390033753650485,9.476174978245856
T,same_day,-0.12023335212397208,0.12023335212397208,0.420814517166505,False,Very Weak,Negative,47,0.14382898594839585,0.648,-0.24649049684655552,1.3826420236462142,-10.777185370371875
T,1_day_ahead,0.20386268414410322,0.20386268414410322,0.16929849556318122,False,Weak,Positive,47,0.14382898594839585,0.648,-0.24649049684655552,1.3826420236462142,-10.777185370371875
T,2_day_ahead,0.09977342799167391,0.09977342799167391,0.509431946358712,False,Very Weak,Positive,46,0.14382898594839585,0.648,-0.24649049684655552,1.3826420236462142,-10.777185370371875
T,3_day_ahead,0.14402489955630568,0.14402489955630568,0.3452236226485595,False,Very Weak,Positive,45,0.14382898594839585,0.648,-0.24649049684655552,1.3826420236462142,-10.777185370371875
T,5_day_ahead,0.14036048121004546,0.14036048121004546,0.36932467005203,False,Very Weak,Positive,43,0.14382898594839585,0.648,-0.24649049684655552,1.3826420236462142,-10.777185370371875
BA,same_day,0.432677309977512,0.432677309977512,0.0074806546098859185,True,Moderate,Positive,37,-0.03383419723551302,0.94,-0.18975401811970927,1.5645150465549682,-6.752885015404074
BA,1_day_ahead,-0.05962039785764864,0.05962039785764864,0.7259473638537756,False,Very Weak,Negative,37,-0.03383419723551302,0.94,-0.18975401811970927,1.5645150465549682,-6.752885015404074
BA,2_day_ahead,-0.36721875673480037,0.36721875673480037,0.02758284188994071,True,Weak,Negative,36,-0.03383419723551302,0.94,-0.18975401811970927,1.5645150465549682,-6.752885015404074
BA,3_day_ahead,-0.02312383143437462,0.02312383143437462,0.8951016788283209,False,Very Weak,Negative,35,-0.03383419723551302,0.94,-0.18975401811970927,1.5645150465549682,-6.752885015404074
BA,5_day_ahead,0.0969116487870289,0.0969116487870289,0.5916029175766335,False,Very Weak,Positive,33,-0.03383419723551302,0.94,-0.18975401811970927,1.5645150465549682,-6.752885015404074
